,Neighborhood,YearRemodAdd,FireplaceQu,GarageFinish,SalePrice
0,0.6363636363636364,0.0983606557377049,0.2,0.6666666666666666,0.5814306922678547
1,0.5,0.5245901639344263,0.6000000000000001,0.6666666666666666,0.536319120905441
2,0.6363636363636364,0.1147540983606557,0.6000000000000001,0.6666666666666666,0.6040289858319077
3,0.7272727272727273,0.6065573770491803,0.8,0.3333333333333333,0.4518709327738324
4,1.0,0.1475409836065573,0.6000000000000001,0.6666666666666666,0.6404769647648441
5,0.4090909090909091,0.2459016393442623,0.2,0.3333333333333333,0.458767684580077
6,0.8181818181818182,0.0491803278688524,0.8,0.6666666666666666,0.707286139178533
7,0.5454545454545454,0.6065573770491803,0.6000000000000001,0.6666666666666666,0.5678918021280506
8,0.1818181818181818,0.9672131147540984,0.6000000000000001,0.3333333333333333,0.4275144348788204
9,0.1363636363636363,0.9672131147540984,0.6000000000000001,0.6666666666666666,0.3962609924049483
10,0.2727272727272727,0.7213114754098361,0.2,0.3333333333333333,0.4265112433108555
11,0.9545454545454546,0.0163934426229508,0.8,1.0,0.7452457695639496
12,0.2727272727272727,0.7704918032786886,0.2,0.3333333333333333,0.4610344854474633
13,0.6363636363636364,0.0163934426229508,0.8,0.6666666666666666,0.6767596571305279
14,0.3636363636363636,0.8032786885245902,0.4,0.6666666666666666,0.4891496492137439
15,0.1363636363636363,0.1147540983606557,0.2,0.3333333333333333,0.4327310237841213
16,0.3636363636363636,0.6721311475409837,0.6000000000000001,1.0,0.4721374270472465
17,0.2727272727272727,0.6557377049180328,0.2,0.3333333333333333,0.3081495391079336
18,0.4545454545454546,0.0819672131147541,0.2,0.3333333333333333,0.4932672308792605
19,0.3636363636363636,0.7377049180327869,0.2,0.3333333333333333,0.4495391334831931
20,0.9545454545454546,0.0163934426229508,0.8,0.6666666666666666,0.7261201459262572
21,0.0,0.9508196721311476,0.8,0.3333333333333333,0.4504738600117046
22,0.6363636363636364,0.1147540983606557,0.8,0.6666666666666666,0.6133542107792889
23,0.0454545454545454,0.5245901639344263,0.6000000000000001,0.3333333333333333,0.4275144348788204
24,0.2727272727272727,0.1639344262295081,0.6000000000000001,0.3333333333333333,0.482873867258359
25,0.9545454545454546,0.0491803278688524,0.8,0.6666666666666666,0.6485725555500177
26,0.3636363636363636,0.180327868852459,0.2,0.3333333333333333,0.439558837451274
27,0.9545454545454546,0.0491803278688524,0.8,0.6666666666666666,0.7062248507718789
28,0.3636363636363636,0.1639344262295081,0.8,0.6666666666666666,0.579866820947466
29,0.1363636363636363,0.9672131147540984,0.2,0.3333333333333333,0.2193546723064261
30,0.0,0.9672131147540984,0.2,0.3333333333333333,0.0443664215386108
31,0.2727272727272727,0.0491803278688524,0.2,0.3333333333333333,0.4729006223886776
32,0.6363636363636364,0.0327868852459016,0.2,0.6666666666666666,0.5334388841962547
33,0.3636363636363636,0.8524590163934427,0.8,0.6666666666666666,0.5063004068634371
34,0.9545454545454546,0.0491803278688524,0.8,1.0,0.6744236714497354
